glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPEtN(a1-5)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPPEtN(a1-5)[Kdo(a2-4)KdoOPPEtN(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPPEtN(a1-5)[KdoOPEtN(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-7)LDManHepOPPEtN(a1-5)[Kdo(a2-4)]KdoOPPEtN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOPPEtN(a1-3)LDManHepOPPEtN(a1-5)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc(b1-3)[GlcNAc(a1-7)LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPEtN(a1-5)[Kdo(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc(b1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPEtN(a1-5)[Kdo(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)[GlcN(a1-7)LDManHep(a1-7)]LDManHep(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Gal(a1-3)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Glc(a1-2)[Gal(a1-4)]Glc(a1-3)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Glc(a1-2)[Glc(b1-3)]Glc(a1-3)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Glc(b1-3)GlcNAc(b1-7)Neu5Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Glc(b1-3)GlcNAc(b1-7)Neu5Ac(a2-3)[Gal(a1-2)]Glc(b1-3)GlcNAc(b1-7)Neu5Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Ribf(b1-4)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Ribf(b1-4)Gal(a1-2)Rib,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-2)Ribf(b1-4)[Gal(a1-3)]Gal(a1-2)Rib,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)FucNAc(a1-3)GlcNAc(a1-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/29864581/
Gal(a1-3)FucNAc(a1-3)GlcNAc(b1-3)Rib-ol,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)FucNAm(a1-3)GlcNAc(b1-3)Rib-ol,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)Gal(b1-3)Gal(a1-3)Galf,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.sciencedirect.com/science/article/pii/S0021925820301885
Gal(a1-3)Gal(b1-3)GalNAc(a1-3)GalNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://iopscience.iop.org/article/10.1070/RCR4856
Gal(a1-3)Gal(b1-4)Glc1Cer,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)GalA(a1-3)Fuc(a1-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)GalNAc(b1-6)[Col(a1-2)Gal(b1-3)]GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)GalNAc(b1-6)[Col(a1-2)Gal(b1-3)]GlcNAc(b1-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)Glc(a1-3)LDManHep4P(a1-3)LDManHep4P(a1-5)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/26853624/
Gal(a1-3)Glc(a1-3)LDManHep4P(a1-3)LDManHep4PEtN(a1-5)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/26853624/
Gal(a1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)GlcNAc(b1-2)Man,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)Man(a1-3)Glc(b1-6)Glc-ol,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-2)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/24814672/
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-3)GalNAc(a1-2)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Gal(a1-3)[GlcA(b1-4)]Fuc(a1-4)GlcNAc(b1-3)Fuc(a1-3)GlcNAc(b1-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Gal(a1-4)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-4)Gal(b1-4)Glc1Cer,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/23768952/
Gal(a1-4)Gal(b1-4)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-4)GalOPyr(a1-3)Rha(a1-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-4)GlcA(b1-6)Gal(b1-4)Gal(b1-4)GlcNAc(b1-6)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27301288/
Gal(a1-4)GlcA(b1-6)Gal(b1-4)Gal2Ac(b1-4)GlcNAc(b1-6)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Gal(a1-4)GlcA(b1-6)Gal(b1-4)Gal3Ac(b1-4)GlcNAc(b1-6)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Gal(a1-4)Neu5Ac(a2-3)Gal(b1-3)GalNAc1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/30864133/
Gal(a1-4)Neu5Ac7Ac9Ac(a2-3)Gal(b1-3)GalNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/26391208/
Gal(a1-4)Neu5Ac7Ac9Ac(a2-3)Gal(b1-3)GalNAc(b1-4)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/30864133/
Gal(a1-6)Gal(a1-4)[Glc(b1-3)]GalNAc(a1-3)GalNAc(b1-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Gal(a1-6)Glc(a1-2)Fru,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(a1-6)Glc(a1-6)Glc(a1-2)Fru,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)FucNAc(a1-3)GlcNAc(b1-2)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Gal(b1-3)Gal(a1-4)Xyl,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)Gal(b1-4)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)GalNAc(a1-3)GalNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://iopscience.iop.org/article/10.1070/RCR4856
Gal(b1-3)GalNAc(a1-3)GalNAc1PP,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/24557568/
Gal(b1-3)GalNAc(a1-3)GalNAcOP,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)GalNAc(a1-3)GlcNAcGro,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)GalNAc(a1-4)GalA(a1-3)Gal(a1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)GalNAc(a1-4)QuiNAc(b1-3)D-Fuc(a1-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)GalNAc(b1-4)Gal(a1-4)Neu5Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)GalNAc(b1-4)Gal(a1-4)Neu5Ac(a2-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)GalNAc(b1-4)Gal(a1-4)Neu5AcOAc(a2-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)GalNAc(b1-4)[GlcNAc(a1-2)]Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)GalNAc(b1-4)[Neu5Gc(a2-3)]Gal(b1-4)Glc1Cer,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)GalNAc1PP,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/24957618/
Gal(b1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/29660546/
Gal(b1-3)GlcNAc(a1-4)GalA(a1-2)Ribf(b1-4)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)GlcNAc(b1-4)GalA(a1-2)Rha(a1-2)Rib,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/29660546/
Gal(b1-3)[Fuc(a1-4)]GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)[Glc(a1-4)]GalNAc(a1-4)QuiNAc(b1-3)D-Fuc(a1-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-3)[Man(a1-4)]GalA(a1-2)Man(a1-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)Glc(b1-3)GlcNAc(a1-8)Pse5But7Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/26582605/
Gal(b1-4)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/25368613/
Gal(b1-4)GlcNAc(b1-2)Man,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-3)Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc(b1-2)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://iopscience.iop.org/article/10.1070/RCR4856
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-3)Glc(b1-4)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-6)Glc(a1-4)GlcA(b1-6)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-6)GlcOMe,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)GlcNAc(b1-6)Man,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Gal(b1-4)Man(b1-4)Gal(a1-3)GlcNAc(b1-2)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Gal(b1-4)[Glc(a1-4)GlcA(b1-3)]Gal(a1-4)Gal(b1-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/29357266/
Gal(b1-4)[Rha(a1-3)]Man6Ac(b1-3)Man(b1-4)GlcA(b1-3)GlcNAc(a1-2)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27301288/
Gal(b1-4)[Rha(a1-3)]Man6Ac(b1-3)Man(b1-4)GlcA(b1-3)GlcNAc(b1-2)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Gal(b1-6)Gal(b1-3)GalNAc(b1-8)Neu5Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27863302/
Gal(b1-6)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
